sender_upi_id,sender_bank,sender_account_age_days,total_txn_24h,unique_receivers_24h,total_amount_sent_24h,avg_txn_amount,rapid_txn_flag,repeated_amount_flag,night_activity_flag,cross_bank_flag,is_suspicious_sender
S690@upi,HDFC,151,4,2,8477.457385291858,3548.7844587039044,0,0,0,1,0
S691@upi,AXIS,304,5,2,6882.511853806283,2794.8559803736225,0,0,1,1,0
S692@upi,SBI,282,2,2,7626.683701803482,3674.1590942189814,0,0,0,0,0
S693@upi,YBL,289,1,2,4548.922585908775,4691.9526822539565,0,0,0,1,0
S694@upi,HDFC,196,5,1,21147.639975371112,1786.3543121056846,0,0,1,1,0
S695@upi,SBI,246,2,2,8002.0868172077635,4033.3237602211293,0,0,0,1,0
S696@upi,SBI,289,34,17,154062.0592752646,2057.9819936572208,1,1,0,1,1
S697@upi,YBL,119,35,14,50951.09696128537,1098.495249779727,1,1,0,1,1
S698@upi,HDFC,293,3,1,14799.809034102642,4498.572514719873,0,0,0,1,0
S699@upi,YBL,262,15,13,34016.13568798805,4602.326780182926,1,1,0,1,1
S700@upi,YBL,226,4,1,19494.213126924493,2477.560860994643,0,0,0,1,0
S701@upi,AXIS,170,5,1,20912.12098218831,4427.987305748624,0,0,1,0,0
S702@upi,ICICI,29,22,14,46273.75596294586,1291.9346111759435,1,1,0,1,1
S703@upi,SBI,280,22,10,45117.024061918855,1949.0981294180801,1,1,0,1,1
S704@upi,SBI,315,3,1,12874.128938966223,3909.667166618227,0,0,1,0,0
S705@upi,HDFC,173,1,1,1257.5990233526757,2028.4663605112598,0,0,0,1,0
S706@upi,ICICI,269,2,1,6674.631284816591,1751.37030889136,0,0,0,1,0
S707@upi,ICICI,225,5,1,15185.53145145147,2019.517084552845,0,0,0,1,0
S708@upi,SBI,104,2,1,8906.69001423421,1459.5062361509622,0,0,0,1,0
S709@upi,ICICI,146,36,15,163211.69456159274,3252.7048793003987,1,1,1,0,1
S710@upi,ICICI,22,5,1,22918.570901410752,3968.2276900056836,0,0,0,1,0
S711@upi,SBI,13,1,2,1755.2391781790716,4036.8467621678174,0,0,1,1,0
S712@upi,YBL,88,23,13,108954.28851684793,4235.350957405516,1,1,0,0,1
S713@upi,ICICI,237,5,1,15751.91565861802,2160.6930117573183,0,0,0,1,0
S714@upi,SBI,22,2,2,9611.122444630186,4234.449703478249,0,0,0,0,0
S715@upi,AXIS,247,26,19,103069.21703639177,1029.3253791838572,1,1,1,1,1
S716@upi,AXIS,316,2,1,7466.825668277025,4266.337541389674,0,0,0,1,0
S717@upi,YBL,8,34,9,162574.9428918559,2226.684215561396,1,1,1,0,1
S718@upi,AXIS,96,1,2,2626.741005519637,4557.064131654473,0,0,1,0,0
S719@upi,HDFC,197,5,2,14295.871641850375,3985.313741970954,0,0,0,1,0
S720@upi,HDFC,327,5,2,18834.823735401584,4630.581458666046,0,0,0,0,0
S721@upi,ICICI,53,34,11,55142.68288963167,1774.790265778739,1,1,0,1,1
S722@upi,ICICI,126,1,2,4503.345102315217,4957.634629226624,0,0,0,0,0
S723@upi,AXIS,197,32,19,153014.04772089855,2607.0284976722287,1,1,0,0,1
S724@upi,AXIS,348,2,2,7532.859107603666,1940.15893415791,0,0,0,0,0
S725@upi,YBL,221,37,10,129682.43573759665,1397.4310370583162,1,1,1,1,1
S726@upi,HDFC,112,5,1,24439.935118867244,4394.012010622249,0,0,1,0,0
S727@upi,HDFC,360,2,2,4146.129653432125,1206.1522501196253,0,0,0,1,0
S728@upi,AXIS,212,5,1,10253.66127383073,3179.6095308424383,0,0,0,0,0
S729@upi,AXIS,152,4,1,15299.323967012098,1018.1544895551671,0,0,0,1,0
S730@upi,HDFC,145,4,2,8517.606335118096,3928.9644192068954,0,0,1,0,0
S731@upi,SBI,170,2,1,2651.901330273092,3814.492739624568,0,0,1,0,0
S732@upi,AXIS,359,2,1,9385.591539626887,4494.344242782962,0,0,0,1,0
S733@upi,YBL,198,36,13,164814.3439475251,3576.5361156012914,1,1,1,0,1
S734@upi,ICICI,245,1,1,4312.060429361754,2634.130930087974,0,0,1,1,0
S735@upi,HDFC,103,39,10,174771.66296304963,2901.760293248014,1,1,0,1,1
S736@upi,SBI,177,29,16,103065.81548754104,4809.953133617591,1,1,0,0,1
S737@upi,SBI,179,18,10,37021.83723349038,2791.5124654847696,1,1,1,1,1
S738@upi,AXIS,19,4,1,6789.012886015703,1117.3883054561875,0,0,1,1,0
S739@upi,YBL,163,2,2,9352.733162927234,1797.656690891206,0,0,0,0,0
S740@upi,ICICI,258,2,1,2494.1547085949487,4010.909878046313,0,0,0,1,0
S741@upi,AXIS,259,2,2,9019.258441855483,3446.678827831572,0,0,0,0,0
S742@upi,ICICI,246,3,2,11823.419975364512,4587.774999899335,0,0,0,1,0
S743@upi,AXIS,321,1,1,4302.088009920448,2466.321157097809,0,0,0,1,0
S744@upi,AXIS,329,5,2,20320.024014474853,1506.4456875434446,0,0,1,0,0
S745@upi,SBI,117,1,1,2960.056422230754,3711.2737596222682,0,0,0,0,0
S746@upi,SBI,125,3,2,5778.196765536064,1213.620474603494,0,0,1,0,0
S747@upi,YBL,116,5,1,22891.912499735536,2203.0848364395342,0,0,1,0,0
S748@upi,HDFC,13,22,10,90693.88211565124,3872.2389527361775,1,1,0,1,1
S749@upi,YBL,84,30,9,33523.34559354493,3730.412187720135,1,1,0,1,1
S750@upi,YBL,332,1,1,1432.7563070260308,3104.0936680955792,0,0,1,1,0
S751@upi,ICICI,320,5,1,23433.08559704703,2616.865142980175,0,0,0,0,0
S752@upi,SBI,282,4,1,17391.018487637266,3164.1864558522907,0,0,0,0,0
S753@upi,SBI,54,1,2,3850.9823013332334,1677.017608617362,0,0,1,0,0
S754@upi,YBL,8,2,2,5374.868878704072,4158.3011832779775,0,0,1,0,0
S755@upi,HDFC,209,4,1,16763.876910895346,4050.0147227534726,0,0,0,0,0
S756@upi,SBI,189,5,1,21724.5875274585,2303.206498731413,0,0,0,0,0
S757@upi,HDFC,69,2,1,4281.885349820577,1038.6087971754146,0,0,0,0,0
S758@upi,ICICI,165,5,1,23042.599417322315,2135.8202547418605,0,0,1,1,0
S759@upi,YBL,228,4,2,9961.849183801567,4647.780359882492,0,0,0,0,0
S760@upi,YBL,166,4,2,8291.622644938498,3069.7965524659253,0,0,0,1,0
S761@upi,YBL,89,5,1,9101.543674069084,2164.774032745903,0,0,1,0,0
S762@upi,SBI,230,24,14,31285.29203513884,3636.5225572869217,1,1,0,0,1
S763@upi,ICICI,259,18,8,53401.57647590382,3928.619527726667,1,1,1,1,1
S764@upi,HDFC,89,5,2,17279.092873709917,4629.770943565239,0,0,0,1,0
S765@upi,ICICI,206,5,1,24612.23278079362,1706.6784399667422,0,0,1,1,0
S766@upi,SBI,192,3,2,10719.84861236181,1039.3769929600949,0,0,0,0,0
S767@upi,AXIS,327,16,11,64823.469069861356,4059.414631104327,1,1,1,1,1
S768@upi,ICICI,130,4,2,8736.041966102968,1325.5893343161808,0,0,0,0,0
S769@upi,YBL,92,2,1,6807.476019312212,4425.8301063291765,0,0,0,1,0
S770@upi,ICICI,45,2,1,9336.29249566004,2387.5521310347176,0,0,0,0,0
S771@upi,YBL,308,35,16,149150.91041039018,3188.458540902074,1,1,0,1,1
S772@upi,YBL,319,21,14,57549.07147008348,2436.032688594408,1,1,1,0,1
S773@upi,SBI,332,36,8,136009.54735437562,4119.748568638167,1,1,0,0,1
S774@upi,SBI,182,5,1,21258.375192565436,4873.859394752707,0,0,0,1,0
S775@upi,SBI,159,3,1,8605.341204665823,2203.867263797002,0,0,0,1,0
S776@upi,HDFC,361,18,15,23014.996096019368,3487.624776582793,1,1,0,0,1
S777@upi,YBL,327,20,11,90488.15000770535,2852.719501516004,1,1,1,1,1
S778@upi,SBI,212,2,1,5891.953047818057,1811.0963151046963,0,0,1,1,0
S779@upi,SBI,47,22,10,74319.19044502216,3680.5197460094714,1,1,1,1,1
S780@upi,SBI,89,24,18,93007.86216581082,1218.0140169513497,1,1,0,0,1
S781@upi,HDFC,259,1,2,2652.952386882518,1494.1402128746715,0,0,0,1,0
S782@upi,SBI,107,2,2,7474.040054428448,2118.487192627299,0,0,1,0,0
S783@upi,AXIS,227,1,1,1642.616755438723,1593.578893949458,0,0,0,0,0
S784@upi,YBL,332,2,2,3156.0247019454578,1405.5755134366273,0,0,0,1,0
S785@upi,AXIS,299,3,2,14319.369912069087,2874.4532405783702,0,0,1,1,0
S786@upi,SBI,77,1,2,2742.952137566194,4503.880569457217,0,0,0,0,0
S787@upi,AXIS,137,1,2,1102.649581785634,4857.75960197468,0,0,0,0,0
S788@upi,HDFC,346,4,2,17366.34951996591,4336.045033952668,0,0,0,0,0
S789@upi,YBL,113,3,1,4556.784116339639,3125.689606855285,0,0,0,0,0
S790@upi,AXIS,131,27,16,91840.41300506839,3486.1962247128586,1,1,0,0,1
S791@upi,HDFC,312,4,1,9136.551055825785,2493.9175237914283,0,0,0,0,0
S792@upi,AXIS,9,3,2,3823.642003394469,1560.64645456209,0,0,0,0,0
S793@upi,SBI,251,2,2,8895.097450433896,3111.2303584311903,0,0,0,1,0
S794@upi,YBL,13,2,2,2481.9552235378933,2022.739505991669,0,0,1,1,0
S795@upi,SBI,113,4,2,15585.032807885875,3046.284201040983,0,0,0,0,0
S796@upi,YBL,213,5,2,17794.3883360474,2591.882436338971,0,0,1,0,0
S797@upi,HDFC,136,5,1,22807.581693734966,4716.485549851719,0,0,0,0,0
S798@upi,AXIS,304,33,8,56268.713080600995,3854.460610287616,1,1,1,0,1
S799@upi,ICICI,357,2,1,8006.873707631768,4188.387585999543,0,0,0,0,0
S800@upi,HDFC,303,28,13,35619.70657340916,2778.185691002155,1,1,0,0,1
S801@upi,ICICI,292,2,2,4380.867545839492,4849.328951019843,0,0,1,1,0
S802@upi,YBL,160,2,2,5605.600491003877,1500.263861018203,0,0,0,1,0
S803@upi,ICICI,334,2,2,5414.592106277774,2459.5044801296717,0,0,1,0,0
S804@upi,YBL,24,4,2,8253.797834907018,4986.678435888147,0,0,1,1,0
S805@upi,YBL,58,3,2,10189.09256549989,3119.828175549292,0,0,1,1,0
S806@upi,YBL,65,1,1,2666.0485358742267,4156.812084780358,0,0,0,0,0
S807@upi,SBI,43,37,11,141241.93733016512,1747.9187359696707,1,1,1,0,1
S808@upi,YBL,285,1,1,4855.214965244251,4207.638401394879,0,0,0,0,0
S809@upi,AXIS,266,4,1,17851.657912546394,4421.765274068065,0,0,0,0,0
S810@upi,AXIS,20,4,2,8982.556463032204,4959.234309230937,0,0,1,1,0
S811@upi,AXIS,123,4,2,11501.858427538082,2658.195274646838,0,0,0,0,0
S812@upi,HDFC,196,23,12,34140.285284802136,3049.261267193907,1,1,1,0,1
S813@upi,SBI,179,3,2,7633.671207544707,2803.658286175285,0,0,0,0,0
S814@upi,YBL,127,5,2,11494.491062571977,4401.536818552282,0,0,0,0,0
S815@upi,AXIS,140,4,2,18997.00303037456,2715.305577461052,0,0,0,0,0
S816@upi,HDFC,63,4,1,9291.030180613323,3677.3848858388415,0,0,1,0,0
S817@upi,YBL,40,4,2,17247.22029264376,1262.4655538242857,0,0,0,0,0
S818@upi,YBL,12,37,18,162776.04024547944,2502.059131465756,1,1,1,0,1
S819@upi,ICICI,346,5,2,23803.268047490645,2198.6632744165663,0,0,0,0,0
S820@upi,HDFC,68,5,1,23175.839441414748,2592.9921420147502,0,0,1,0,0
S821@upi,YBL,192,5,2,9475.672878000554,4699.632271557778,0,0,0,0,0
S822@upi,SBI,169,2,2,6254.715358539583,3690.563918754148,0,0,0,0,0
S823@upi,HDFC,97,1,2,4008.3900073756695,1775.8972483488837,0,0,1,1,0
S824@upi,AXIS,60,2,2,7697.018836985693,3121.8365295103395,0,0,0,0,0
S825@upi,HDFC,88,3,2,11603.805488469776,1783.9575590730628,0,0,0,0,0
S826@upi,SBI,357,30,18,71213.95490266512,3635.011936139358,1,1,0,1,1
S827@upi,AXIS,132,16,17,29851.737522038264,1241.5048647439216,1,1,0,1,1
S828@upi,HDFC,239,21,18,80950.46684050381,2236.5465656565366,1,1,1,0,1
S829@upi,YBL,338,1,1,2957.7183821558388,2255.1729574887886,0,0,0,1,0
S830@upi,SBI,159,34,18,89269.45172415864,1691.3745399559293,1,1,0,0,1
S831@upi,YBL,230,1,2,3959.6568751150803,2905.5975144947743,0,0,0,1,0
S832@upi,ICICI,273,1,1,2483.4774356671223,2282.6871089765214,0,0,0,0,0
S833@upi,SBI,110,26,10,73025.76512860031,3402.646707396434,1,1,0,1,1
S834@upi,SBI,335,4,1,4483.655632764155,1989.1410045191965,0,0,0,1,0
S835@upi,ICICI,145,4,2,14892.294651932272,4949.087764582475,0,0,0,0,0
S836@upi,AXIS,160,30,13,141456.55439162426,4002.177613222551,1,1,0,1,1
S837@upi,YBL,247,2,1,9658.35257398046,3168.177232263878,0,0,1,0,0
S838@upi,HDFC,95,4,1,9705.266147876811,1054.077477497649,0,0,0,1,0
S839@upi,AXIS,321,5,2,21070.951552038685,4308.843903046801,0,0,1,0,0
S840@upi,AXIS,6,32,16,57817.47159929079,2591.734961652175,1,1,1,1,1
S841@upi,SBI,185,2,1,7832.269317413587,2235.6584331626714,0,0,0,0,0
S842@upi,SBI,146,5,2,13262.968124934185,2780.276218149295,0,0,0,1,0
S843@upi,YBL,89,30,12,52390.686924777554,2046.7337876716892,1,1,0,0,1
S844@upi,ICICI,274,4,1,9542.677813863193,2105.960279005393,0,0,1,1,0
S845@upi,SBI,26,3,2,4001.7640588996387,3711.29257046932,0,0,0,1,0
S846@upi,HDFC,234,4,2,17757.128576759704,2088.1150759865145,0,0,0,1,0
S847@upi,ICICI,228,5,1,6694.403711259088,4287.6828059483505,0,0,0,1,0
S848@upi,ICICI,184,39,11,48825.222905506416,2813.556965291976,1,1,0,1,1
S849@upi,SBI,329,5,1,16048.184310565457,4229.355696480088,0,0,1,1,0
S850@upi,AXIS,359,5,2,9609.774394009119,1029.2080050940972,0,0,0,0,0
S851@upi,AXIS,144,2,2,2023.883619112463,1163.3620350420513,0,0,0,0,0
S852@upi,HDFC,73,5,1,17843.574976124288,2274.4406208629675,0,0,0,1,0
S853@upi,ICICI,157,2,2,7434.147539739264,1390.2382796942693,0,0,0,0,0
S854@upi,HDFC,275,3,2,5267.035396054574,4842.401767369672,0,0,0,1,0
S855@upi,SBI,12,3,2,13597.919735218667,1020.7779710582687,0,0,1,1,0
S856@upi,SBI,144,1,2,1325.9854613859502,4592.471044385981,0,0,0,0,0
S857@upi,AXIS,133,2,2,6717.264900527418,2405.7030218961195,0,0,0,0,0
S858@upi,ICICI,26,5,1,7104.051973614658,3090.8533434501196,0,0,0,1,0
S859@upi,SBI,95,4,2,19460.550826451017,3975.9722648898132,0,0,0,0,0
S860@upi,SBI,94,2,1,9208.40723750036,2232.6175122905433,0,0,0,1,0
S861@upi,AXIS,46,3,1,3524.580653326924,3947.5990134657645,0,0,0,1,0
S862@upi,SBI,38,1,2,4935.507759683513,3837.7830877177835,0,0,0,0,0
S863@upi,SBI,58,5,1,15071.161588526971,2434.594739184906,0,0,0,0,0
S864@upi,AXIS,158,1,2,2713.220789651584,3125.0686219347785,0,0,0,1,0
S865@upi,ICICI,247,5,2,7997.551489137322,1684.987213980322,0,0,0,1,0
S866@upi,YBL,293,1,1,2899.424947466445,1646.2241284982056,0,0,0,0,0
S867@upi,HDFC,156,4,2,7013.201458181376,4084.0396981679346,0,0,1,0,0
S868@upi,SBI,128,2,1,7350.512589282486,3763.574839281574,0,0,0,0,0
S869@upi,AXIS,189,2,1,4940.891366088046,3986.296719673534,0,0,0,1,0
S870@upi,AXIS,220,34,9,99797.70647699176,1132.1312379695269,1,1,0,1,1
S871@upi,HDFC,353,20,19,71232.53065739898,4667.7340921017485,1,1,1,1,1
S872@upi,ICICI,237,25,13,87744.25724226002,1529.264987308494,1,1,0,1,1
S873@upi,YBL,91,4,2,19267.471900023804,3855.2280448263673,0,0,0,1,0
S874@upi,HDFC,218,4,1,10962.059589145232,3589.0856090373914,0,0,0,0,0
S875@upi,YBL,46,31,11,110015.01283966542,3735.124094009164,1,1,0,1,1
S876@upi,HDFC,146,1,1,2516.387716083341,3070.9509149001105,0,0,0,0,0
S877@upi,YBL,148,4,2,14031.996707262157,1720.5844858785065,0,0,0,0,0
S878@upi,YBL,100,1,1,1488.3985128451616,1034.957672994424,0,0,0,0,0
S879@upi,YBL,50,5,1,17287.380376887053,1532.0522685975036,0,0,1,1,0
S880@upi,ICICI,11,3,1,12678.60115007966,4005.402415981587,0,0,0,1,0
S881@upi,SBI,76,3,1,3312.1051177307013,2967.55948099254,0,0,0,1,0
S882@upi,SBI,70,19,15,36840.783467415284,3774.827620249775,1,1,0,0,1
S883@upi,YBL,42,4,1,12380.226112736626,4985.144314230009,0,0,1,1,0
S884@upi,AXIS,153,4,2,13395.029459855803,2886.5680484641507,0,0,0,0,0
S885@upi,SBI,142,21,12,57852.06373374431,3087.2239635842398,1,1,0,0,1
S886@upi,AXIS,233,2,1,4850.519426666926,1957.6796898533933,0,0,0,1,0
S887@upi,HDFC,42,2,1,3711.4677354490436,1865.2718060335567,0,0,1,0,0
S888@upi,ICICI,78,22,19,82205.27342694053,2359.768163286798,1,1,1,1,1
S889@upi,YBL,339,5,1,19341.884287659628,4336.454369113526,0,0,0,1,0
S890@upi,HDFC,109,18,19,21982.53477160218,2280.7069202314524,1,1,1,1,1
S891@upi,ICICI,264,2,2,5075.561184346111,2588.713923241996,0,0,0,0,0
S892@upi,YBL,117,1,2,3604.3468694618905,4337.77525123946,0,0,0,1,0
S893@upi,ICICI,41,5,1,23123.16176755404,1276.6623902577348,0,0,0,1,0
S894@upi,SBI,227,5,2,22986.569982714846,4068.177970144156,0,0,1,1,0
S895@upi,HDFC,112,2,2,4300.846406755645,1624.662988520015,0,0,1,0,0
S896@upi,YBL,235,2,2,7552.30210926308,1788.7650697909971,0,0,0,0,0
S897@upi,YBL,352,30,10,135275.90164427183,1692.9848080921483,1,1,1,1,1
S898@upi,YBL,266,3,2,8321.642124500115,3751.569211626293,0,0,0,1,0
S899@upi,YBL,145,4,1,12138.301412460907,3814.5688078045528,0,0,0,0,0
S900@upi,HDFC,105,5,2,24402.06159605963,1080.8519545614117,0,0,1,0,0
S901@upi,AXIS,282,3,1,10485.84452142139,2522.9299063380645,0,0,1,0,0
S902@upi,YBL,5,5,2,22736.31656370584,3220.076076475816,0,0,0,0,0
S903@upi,ICICI,122,3,1,9725.567101442866,2755.924528550894,0,0,1,0,0
S904@upi,SBI,225,1,1,2575.8253774311393,4647.3839281044275,0,0,0,1,0
S905@upi,HDFC,305,4,1,18697.573724728125,3570.5707407445316,0,0,1,0,0
S906@upi,AXIS,53,1,1,3954.017969106678,4112.608411167497,0,0,1,1,0
S907@upi,YBL,354,5,2,12877.930286209325,3084.0088956116683,0,0,0,1,0
S908@upi,SBI,19,5,2,14474.302831549441,2366.9143703946434,0,0,0,1,0
S909@upi,ICICI,109,5,2,22256.56220017021,1802.4083943042542,0,0,0,0,0
S910@upi,ICICI,325,26,15,108723.55845214537,4492.810862912623,1,1,0,0,1
S911@upi,ICICI,65,4,1,7070.421158568825,1754.127582420863,0,0,1,1,0
S912@upi,YBL,295,2,2,7784.1763736693765,1805.8712518808438,0,0,1,0,0
S913@upi,HDFC,135,3,1,12326.639115779455,4073.378157041676,0,0,0,1,0
S914@upi,ICICI,298,3,2,10804.102263758585,1110.277133285138,0,0,0,0,0
S915@upi,ICICI,202,23,17,86134.24202013384,3455.3356403670155,1,1,1,1,1
S916@upi,HDFC,15,5,1,6998.72420859535,3452.903292671214,0,0,1,1,0
S917@upi,SBI,259,3,2,10058.202709880627,4110.160091895112,0,0,0,0,0
S918@upi,YBL,252,29,8,71444.53952772477,1077.2099378954638,1,1,0,0,1
S919@upi,AXIS,86,1,1,2150.8147858893763,4329.1368655150245,0,0,0,0,0
S920@upi,ICICI,162,38,17,153855.21767251764,2460.1167033720913,1,1,0,0,1
S921@upi,ICICI,26,16,8,47299.965491897,1540.3499938298814,1,1,0,0,1
S922@upi,AXIS,219,5,2,17074.602511169836,4901.2612676647095,0,0,0,0,0
S923@upi,ICICI,219,3,1,5213.456741986607,2156.7487957798776,0,0,0,1,0
S924@upi,AXIS,285,5,2,6975.953195196121,4919.801686086015,0,0,0,1,0
S925@upi,AXIS,80,3,1,6984.142919315073,4385.173225327042,0,0,1,0,0
S926@upi,SBI,350,15,13,29618.37902317074,3911.8491523804173,1,1,1,0,1
S927@upi,AXIS,275,27,12,92293.59407009593,3235.910194658179,1,1,1,0,1
S928@upi,AXIS,163,3,2,8431.731885351355,1982.701588509673,0,0,0,1,0
S929@upi,YBL,109,3,2,4910.884807774798,1026.315268822041,0,0,1,1,0
S930@upi,ICICI,158,37,14,104657.87217205224,4716.26143997583,1,1,0,0,1
S931@upi,ICICI,312,4,2,18011.404582308198,3357.1360255721156,0,0,1,1,0
S932@upi,AXIS,320,4,2,13870.784688828597,1217.8077285845927,0,0,0,1,0
S933@upi,SBI,61,3,1,6130.7138957479465,3582.2774688729723,0,0,1,1,0
S934@upi,HDFC,348,35,12,119073.98715959277,2814.2500350987557,1,1,0,1,1
S935@upi,SBI,362,1,2,2450.583525933747,2880.6450882344366,0,0,0,1,0
S936@upi,SBI,130,5,1,17459.436754533883,1714.3655595172177,0,0,1,0,0
S937@upi,HDFC,166,35,12,111760.21703775671,4736.184460594782,1,1,0,1,1
S938@upi,HDFC,176,5,2,16293.201080441448,2486.4538363937036,0,0,0,1,0
S939@upi,ICICI,9,38,16,139831.29790348574,1882.096069199165,1,1,0,0,1
S940@upi,ICICI,73,1,2,4568.6965222287035,1608.1290467175754,0,0,0,1,0
S941@upi,ICICI,210,38,12,98800.74091226411,1770.1373706584493,1,1,0,0,1
S942@upi,HDFC,270,3,2,11894.778007276334,3600.5496472075383,0,0,1,1,0
S943@upi,HDFC,249,16,15,34619.9239247487,4459.296641308743,1,1,0,1,1
S944@upi,ICICI,68,3,1,13097.531195568241,2910.6796899005494,0,0,0,1,0
S945@upi,YBL,82,4,1,12185.339609427741,4593.167683060742,0,0,1,0,0
S946@upi,ICICI,143,1,1,3958.9283288859733,1052.249732416573,0,0,1,1,0
S947@upi,AXIS,181,3,1,14418.626829399607,3210.1939674446116,0,0,0,1,0
S948@upi,YBL,36,4,1,10162.725208846525,3099.7712528174975,0,0,0,0,0
S949@upi,ICICI,136,4,1,18543.574529402384,3719.024042966568,0,0,0,1,0
S950@upi,HDFC,320,2,2,7615.5606801496615,2569.1930490397963,0,0,0,0,0
S951@upi,YBL,137,5,1,14351.340999539088,2671.154555069792,0,0,1,0,0
S952@upi,HDFC,283,18,13,26510.75021335456,4841.835670772516,1,1,0,1,1
S953@upi,AXIS,352,1,2,1005.2945146877796,4765.719754325837,0,0,0,0,0
S954@upi,YBL,88,3,2,4863.348354550653,3393.4653611098547,0,0,0,1,0
S955@upi,AXIS,90,5,2,18596.974063462865,1129.7235006380438,0,0,0,0,0
S956@upi,HDFC,192,2,2,7684.255063371116,4021.1275472747557,0,0,0,0,0
S957@upi,AXIS,296,4,1,13390.17546146254,1050.24819545077,0,0,1,0,0
S958@upi,AXIS,258,4,1,6863.636903432531,2937.594574664814,0,0,0,0,0
S959@upi,SBI,167,1,1,2640.623755632143,1689.243545068392,0,0,0,0,0
S960@upi,ICICI,255,5,1,22897.71347166403,2678.6811028110806,0,0,1,0,0
S961@upi,AXIS,353,5,2,23728.055991429082,2166.441586175374,0,0,1,1,0
S962@upi,AXIS,84,1,1,4801.133795801735,2870.38669506727,0,0,0,0,0
S963@upi,ICICI,154,2,1,4764.165834533431,2295.415866189693,0,0,0,1,0
S964@upi,YBL,279,3,1,5613.9805345715695,3468.059458680069,0,0,0,0,0
S965@upi,AXIS,275,4,1,10277.51195211212,2417.4808933360646,0,0,0,0,0
S966@upi,ICICI,19,1,1,2623.340410062588,4489.529917228759,0,0,0,1,0
S967@upi,ICICI,271,3,1,12989.923901167447,4414.875808951794,0,0,0,1,0
S968@upi,YBL,13,19,8,32177.813272924384,1427.1968368682178,1,1,0,1,1
S969@upi,YBL,152,1,2,2518.633060324936,3353.077983657252,0,0,0,0,0
S970@upi,YBL,162,22,15,61398.61756401025,1680.0280686415263,1,1,0,0,1
S971@upi,YBL,220,16,17,60200.43998668711,2989.2747355048264,1,1,0,1,1
S972@upi,ICICI,291,24,9,96896.0672699118,2021.8769130282399,1,1,0,0,1
S973@upi,AXIS,356,5,2,19285.890448737122,2374.8595779023135,0,0,0,1,0
S974@upi,ICICI,217,23,19,101035.11962232832,2569.536621867848,1,1,0,0,1
S975@upi,HDFC,95,2,2,3574.2359842844953,2516.399025881192,0,0,0,0,0
S976@upi,YBL,19,2,1,4884.143159027075,2842.094059439646,0,0,0,1,0
S977@upi,SBI,128,2,1,4627.841176162232,4024.244454408875,0,0,0,1,0
S978@upi,ICICI,142,1,2,2871.3871303444907,4665.4624097450305,0,0,0,1,0
S979@upi,ICICI,258,5,1,23152.030773733622,1050.690224429586,0,0,0,0,0
S980@upi,YBL,237,4,2,7179.73672105636,4082.791046595135,0,0,0,1,0
S981@upi,HDFC,47,2,1,6593.389649947526,4034.044997995396,0,0,0,0,0
S982@upi,ICICI,100,4,1,7027.255450040071,2658.022620818252,0,0,0,0,0
S983@upi,HDFC,125,5,1,6667.50671954921,2548.794294793404,0,0,0,1,0
S984@upi,SBI,57,1,2,2521.0549571087295,2844.7556023078673,0,0,0,1,0
S985@upi,YBL,78,34,8,160436.02210375117,2096.330512777032,1,1,0,1,1
S986@upi,HDFC,153,2,1,2625.6950126638303,1714.0145253062435,0,0,1,0,0
S987@upi,AXIS,328,1,1,3465.2188949891593,3607.000094342384,0,0,0,0,0
S988@upi,AXIS,34,2,1,7535.194301430311,3808.41734955258,0,0,0,1,0
S989@upi,SBI,230,2,1,9269.755550217764,4429.934163934424,0,0,0,1,0
S990@upi,ICICI,84,3,1,14775.729081704663,4966.227898561479,0,0,0,1,0
S991@upi,HDFC,172,5,2,9233.515400058832,4786.883112211777,0,0,1,0,0
S992@upi,SBI,65,3,2,4566.316770842495,2177.9650747000405,0,0,1,1,0
S993@upi,ICICI,198,1,2,3342.1400255730073,4825.367130199689,0,0,0,0,0
S994@upi,SBI,11,4,1,14679.113702532166,1397.485575866956,0,0,0,1,0
S995@upi,AXIS,110,3,2,8231.628981376361,2229.42270409323,0,0,0,1,0
S996@upi,SBI,93,3,2,10159.446463506058,2252.296414880471,0,0,0,1,0
S997@upi,AXIS,187,33,19,58013.02273933823,4611.982009581914,1,1,0,0,1
S998@upi,AXIS,125,4,1,8620.333070882836,2430.652998470023,0,0,1,0,0
S999@upi,YBL,16,5,2,16255.104538799242,2932.003093220511,0,0,0,1,0
S1000@upi,HDFC,189,4,2,17311.008930764896,3752.5939186735914,0,0,0,1,0
S1001@upi,ICICI,67,3,2,9803.826463548749,4518.61694925626,0,0,1,0,0
S1002@upi,YBL,245,3,1,11729.54122918237,4618.157078280593,0,0,0,1,0
S1003@upi,YBL,31,35,12,56951.647420812275,4360.473001955215,1,1,0,1,1
S1004@upi,AXIS,235,4,2,15288.528426847699,4253.644634398748,0,0,1,0,0
S1005@upi,HDFC,17,1,2,1972.2858069227134,3708.3660561295387,0,0,1,1,0
S1006@upi,YBL,161,2,2,8634.264962771576,1676.1879334791727,0,0,1,1,0
S1007@upi,YBL,256,2,2,5354.590196664612,1627.39488404158,0,0,0,1,0
S1008@upi,YBL,171,3,1,12434.618150014167,3677.3909799698654,0,0,0,0,0
S1009@upi,AXIS,25,1,2,2700.396525724259,3799.5705894178745,0,0,0,1,0
S1010@upi,ICICI,250,5,1,24806.708325215455,4378.004941265335,0,0,0,0,0
