user_id,age,account_age_days,kyc_level,device_count,incoming_txn_count_24h,incoming_total_amount_24h,unique_senders_24h,avg_incoming_amount,incoming_peak_hour,outgoing_txn_count_24h,outgoing_total_amount_24h,forwarding_ratio,avg_time_gap_in_out_min,same_day_forward_flag,imps_usage_flag,cross_bank_transfer_flag,rapid_forward_flag,high_velocity_flag,lien_marked_flag,freeze_flag,complaint_flag,is_mule_account
U1127,19,43,3,1,3,10239.498127344208,2,3675.600422474471,10,2,5566.797073589742,0.3772650286730638,362.5225873204369,0,1,1,0,0,0,0,0,0
U1128,20,171,3,2,1,2520.0294569630078,1,4453.214059380498,1,0,0.0,0.14779224467558078,352.2534481394977,0,1,1,0,0,0,0,0,0
U1129,18,57,3,1,2,9101.673854018478,2,2009.7900784394383,16,0,0.0,0.15011204908600553,226.93678282078088,0,1,0,0,0,0,0,0,0
U1130,19,239,1,1,2,7777.244634533022,1,3460.2933600740425,12,1,4343.7964436462735,0.16420001483083446,463.9151343996362,0,0,1,0,0,0,0,0,0
U1131,18,52,2,1,23,96347.83035962589,14,2827.9214385120194,13,22,57791.72114972066,0.8082268684349458,10.05044593305981,1,1,0,1,1,1,1,1,1
U1132,16,260,3,1,3,11925.20816848253,2,3847.5283409171566,11,2,6482.160604775783,0.26512911638413617,178.60100239259168,0,0,1,0,0,0,0,0,0
U1133,18,99,2,1,4,13115.325609118932,2,2224.2367928647036,10,0,0.0,0.30946989694393906,564.570682290936,0,0,1,0,0,0,0,0,0
U1134,17,24,1,1,3,4001.6633344968577,2,1022.5390394457165,6,0,0.0,0.1775920709911965,344.6692141418229,0,0,1,0,0,0,0,0,0
U1135,19,344,3,1,2,3096.5435403235847,1,1692.8145230396483,22,0,0.0,0.2635717524182856,367.8558329032977,0,1,0,0,0,0,0,0,0
U1136,20,174,1,1,21,72515.8011347195,14,4046.6996215767344,18,21,73720.94981175018,0.8384023834208228,13.134760589030988,1,1,0,1,1,1,1,1,1
U1137,20,31,2,2,24,68912.44925997264,6,2677.5593518735577,21,24,94331.5028603769,0.9291866051076807,20.282637926384666,1,1,1,1,1,1,1,1,1
U1138,19,30,1,1,3,11296.198371313949,1,3780.1575059896154,18,1,3764.2944264182784,0.13620619154859184,421.3433508974581,0,1,1,0,0,0,0,0,0
U1139,16,138,1,1,1,2526.8392763741667,1,2499.32227835012,0,1,1232.1853480740153,0.3374721726790084,578.5987990781264,0,0,0,0,0,0,0,0,0
U1140,18,63,3,2,1,4001.412489633371,2,3445.965337529373,22,1,2191.1482929171952,0.3474840788381673,233.797098026983,0,0,1,0,0,0,0,0,0
U1141,16,15,3,2,1,1587.3926762937044,1,3204.125410720628,16,2,4331.512666417022,0.33767521004920553,581.4870299440018,0,1,1,0,0,0,0,0,0
U1142,17,160,1,1,22,54850.839130814085,14,2670.0912244301217,11,21,67756.40913215461,0.8042304361072984,14.387431033040524,1,1,0,1,1,1,1,1,1
U1143,17,58,3,1,2,5640.088258455658,2,1598.5468860357068,15,2,6342.188017278432,0.15770294694250644,249.946923934072,0,1,1,0,0,0,0,0,0
U1144,16,260,3,1,14,63103.48790208156,9,3110.058079554179,5,14,25641.747829879834,0.8151024575290757,17.916337231531074,1,1,1,1,1,1,1,1,1
U1145,20,318,2,1,18,28058.574837016953,5,4412.447296946898,7,18,42487.84342820656,0.953186648936304,28.290202386648097,1,1,0,1,1,1,1,1,1
U1146,16,106,1,2,3,14586.211588235072,1,3107.852263301966,20,2,6986.06007738505,0.2276517198519066,149.66102915520997,0,1,1,0,0,0,0,0,0
U1147,16,37,1,2,3,3862.6334742264435,2,2073.3042758573547,8,1,2243.384622069573,0.18882838507401134,360.75775195509897,0,1,1,0,0,0,0,0,0
U1148,19,132,2,2,24,71404.69398871163,5,4495.992046452333,14,23,53672.53575480628,0.8740672481814485,22.877533469061678,1,0,1,1,1,1,1,1,1
U1149,19,304,1,1,3,9893.2050875563,1,4252.481090485678,7,1,4560.4218937708165,0.11169170919052693,526.9393297741797,0,1,0,0,0,0,0,0,0
U1150,17,228,3,1,4,12514.719373698896,1,4767.8419502514935,14,1,3582.4164513785095,0.2206818441671385,487.03802651003747,0,1,0,0,0,0,0,0,0
U1151,19,56,3,2,9,37824.94083300232,11,2808.408823057257,22,8,25079.06116326658,0.8645061738198317,16.013416203084454,1,1,1,1,1,1,1,1,1
U1152,19,229,1,1,4,16753.2289050041,2,3726.7025934362937,11,1,2061.3698992277327,0.2100125943676732,418.42424889784445,0,1,1,0,0,0,0,0,0
U1153,19,79,2,2,1,3463.375577684943,2,2169.3180633705338,6,0,0.0,0.3653413940726583,160.97701407675135,0,0,0,0,0,0,0,0,0
U1154,20,113,1,2,17,61030.52750328414,11,1545.4626154049652,22,16,43270.409854775055,0.8960735565399797,16.310862377938747,1,0,0,1,1,1,1,1,1
U1155,19,182,2,2,14,17497.16391733978,5,1140.6428531545548,2,14,30422.900801598495,0.8204484265053164,26.70371093135472,1,0,0,1,1,1,1,1,1
U1156,16,322,3,2,15,16479.36334241357,13,4634.771065211624,21,15,19496.64076190981,0.9634637701809136,28.621891047763608,1,0,0,1,1,1,1,1,1
U1157,19,86,2,2,4,13153.206464566902,1,3463.618934666305,2,1,4790.606612324356,0.1465939060440119,136.26022291524004,0,0,0,0,0,0,0,0,0
U1158,16,243,1,1,2,3726.694145041991,2,4386.576257330713,12,1,1144.6106421651566,0.3630499086839116,513.3684502802814,0,1,0,0,0,0,0,0,0
U1159,20,40,2,2,2,9626.33917093032,1,3701.418508034637,17,2,3936.791658610752,0.26201971458525153,318.85288684314366,0,0,1,0,0,0,0,0,0
U1160,17,138,2,1,2,2790.9307076481173,2,1169.447727811128,16,1,4011.1716847817543,0.15580252955679857,242.28422169592577,0,1,0,0,0,0,0,0,0
U1161,19,274,2,2,2,3661.472763180781,2,4647.167761466409,0,2,3416.5673753275178,0.3483038221610622,325.2925963757782,0,1,0,0,0,0,0,0,0
U1162,18,76,2,2,2,2338.1519538874763,2,3347.019186765552,14,1,2539.803535714189,0.14516224397936084,563.0811932349261,0,0,0,0,0,0,0,0,0
U1163,19,161,1,2,1,1932.3762834482254,1,4092.59440332596,5,1,3241.893928694007,0.33896456621394955,258.3444398188161,0,1,0,0,0,0,0,0,0
U1164,17,237,1,1,24,117996.8560817016,12,2081.673641608975,2,24,104579.60289963747,0.9588705969794937,28.610949058874837,1,1,1,1,1,1,1,1,1
U1165,20,260,2,1,19,26525.47614003203,14,4032.305589168294,5,19,49500.733739533025,0.9541340348654861,27.0662190954876,1,0,0,1,1,1,1,1,1
U1166,20,321,2,1,2,3716.3217696262923,2,4909.555772832963,2,0,0.0,0.3587503122679274,508.7031980994071,0,0,0,0,0,0,0,0,0
U1167,17,138,3,2,4,18544.655061027777,2,4878.130166140079,12,0,0.0,0.3322781705297354,462.03741275868515,0,1,0,0,0,0,0,0,0
U1168,20,237,1,2,2,6339.566448617655,1,4835.203817035392,2,1,4729.783822740059,0.23093451964693387,399.2598070933009,0,0,0,0,0,0,0,0,0
U1169,19,155,3,2,3,7730.956498087133,2,4699.52977307077,20,2,7346.075497665396,0.26554846726707554,170.37080655741573,0,1,0,0,0,0,0,0,0
U1170,19,116,1,2,2,9624.37268927876,2,2127.302716398739,6,1,4818.664404500669,0.17896642086014042,460.9309673132398,0,0,0,0,0,0,0,0,0
U1171,16,97,3,1,4,4723.674094723438,2,1007.4909756766743,5,1,1965.8569127968644,0.38329967072448756,413.15927757806855,0,1,1,0,0,0,0,0,0
U1172,18,323,1,1,2,8434.248748497386,2,3148.0363427302213,1,1,3246.530133137519,0.3744635141852112,187.32826246040108,0,0,1,0,0,0,0,0,0
U1173,16,166,2,1,2,7014.215792369842,1,3213.845887699741,4,2,5764.331888367802,0.3500220516040923,468.4094804824296,0,0,1,0,0,0,0,0,0
U1174,20,230,2,2,2,5372.957583377482,1,2577.3765729340284,13,0,0.0,0.3603891309808457,566.087291851676,0,1,0,0,0,0,0,0,0
U1175,16,290,3,2,16,25798.560307123196,10,3970.40528613036,16,15,15287.989489042244,0.8714467305122865,25.5385095549154,1,0,1,1,1,1,1,1,1
U1176,18,61,2,2,2,7200.8044212044315,1,4617.417361001257,19,0,0.0,0.25025948249826646,231.21631592441202,0,1,0,0,0,0,0,0,0
U1177,19,306,3,2,1,4358.5175502759685,2,2441.5124862262783,20,1,4927.671138005657,0.10966460813511186,342.0167727819389,0,0,1,0,0,0,0,0,0
U1178,18,51,2,1,17,74802.71013953716,13,3412.755293618075,9,16,68956.52710269525,0.8698573562661835,11.940312574033339,1,0,0,1,1,1,1,1,1
U1179,19,232,1,1,2,6233.960455675784,2,1039.883886226491,16,0,0.0,0.1815788612372462,304.37127104438025,0,0,1,0,0,0,0,0,0
U1180,18,337,3,2,3,8177.177604449858,2,4479.196614368865,21,0,0.0,0.15093308192743665,398.7653241370815,0,0,0,0,0,0,0,0,0
U1181,18,316,2,1,2,4302.556907009204,2,1993.6224209874194,2,2,2171.518932984906,0.15592415414989805,478.44981341732597,0,0,0,0,0,0,0,0,0
U1182,17,288,3,2,19,64693.94040487679,6,1573.6824101608936,5,18,73551.59534072284,0.9744869019913772,8.440974951034107,1,1,0,1,1,1,1,1,1
U1183,20,289,3,1,2,7979.9436470512,2,2778.5009602461714,18,0,0.0,0.33704974477928495,505.0293014891926,0,0,0,0,0,0,0,0,0
U1184,17,30,2,1,2,7187.395346966259,2,3711.9801502355795,16,1,4341.44941671557,0.2957038742749415,557.5582086010651,0,0,1,0,0,0,0,0,0
U1185,19,222,1,2,2,5676.696047035552,2,1746.2316487824628,3,1,1910.8382016447881,0.37817968978942285,567.3132885218896,0,0,0,0,0,0,0,0,0
U1186,16,51,1,1,3,9856.93671653081,2,2789.51929055227,3,0,0.0,0.24388958685985807,546.042715545052,0,1,1,0,0,0,0,0,0
U1187,20,208,3,2,3,3463.986742171074,1,1733.6651807031058,12,2,8850.99278571842,0.19785551838337279,581.2403671478695,0,1,1,0,0,0,0,0,0
U1188,16,274,2,2,2,5490.314874349555,2,3159.7929088855376,16,0,0.0,0.1743132915337141,304.4640900290496,0,1,1,0,0,0,0,0,0
U1189,16,168,3,1,2,7409.913482400887,2,1923.0735599214172,17,0,0.0,0.38021794602534587,530.0257646235516,0,1,0,0,0,0,0,0,0
U1190,19,77,1,2,3,4971.163964647488,2,4383.925169784053,7,0,0.0,0.22182288771011002,539.1164924109142,0,0,1,0,0,0,0,0,0
U1191,17,24,1,1,2,3434.502182598446,2,4252.4711678759195,4,1,2342.7765692415364,0.10526963671119009,417.21980401431506,0,1,0,0,0,0,0,0,0
U1192,18,150,2,1,4,14491.591593479972,2,3934.753837103427,22,1,2618.0769870025015,0.2294096369164006,334.06332979411474,0,0,0,0,0,0,0,0,0
U1193,16,21,3,1,4,14541.35520574141,1,2461.6245236062273,22,2,5674.348489436514,0.26529677334886703,489.798247150423,0,1,1,0,0,0,0,0,0
U1194,16,291,2,2,2,2297.402304397168,1,1563.247448371998,5,0,0.0,0.3648435396602112,208.38241107896874,0,0,1,0,0,0,0,0,0
U1195,19,334,2,1,12,45119.57742500669,14,4479.036998270753,20,12,49003.12340730252,0.9358428537562654,28.336819798688946,1,1,0,1,1,1,1,1,1
U1196,16,86,1,1,2,5130.662691729542,1,4839.7124823340055,7,1,4114.183285690757,0.19857764890841645,171.79474426702853,0,1,0,0,0,0,0,0,0
U1197,20,155,2,1,16,69211.87963473352,7,1753.579069601969,6,15,50769.767874640645,0.934594247767873,27.822399507655852,1,0,0,1,1,1,1,1,1
U1198,19,362,3,1,20,34602.52408069391,6,2444.3777720293424,13,20,45751.30740271711,0.9269143870730825,18.588402441181497,1,0,1,1,1,1,1,1,1
U1199,18,214,3,2,2,5110.11721693528,2,2547.996237017235,0,0,0.0,0.19010896707133412,373.0194824532948,0,1,0,0,0,0,0,0,0
U1200,18,335,2,1,4,16494.930876647908,2,4966.030753114008,13,1,1964.126951614444,0.15763229175982674,500.8519638586235,0,0,0,0,0,0,0,0,0
U1201,20,16,1,2,1,2503.5358191826954,1,4710.929119132015,17,1,4259.468059861785,0.15022688432387538,247.45709069460582,0,1,0,0,0,0,0,0,0
U1202,19,169,2,2,10,47199.39132536539,6,3207.003531758205,21,9,20536.197493491403,0.9181543641613411,9.105423955683648,1,1,1,1,1,1,1,1,1
U1203,16,232,3,2,4,19009.893289547235,1,4865.0148289603585,3,2,5290.769991052003,0.32427239081623316,470.66046311835794,0,0,1,0,0,0,0,0,0
U1204,18,237,3,2,2,6381.899554594192,2,1332.8708109602817,12,1,2689.311516411981,0.3012816717288119,456.5904731560804,0,0,1,0,0,0,0,0,0
U1205,17,116,3,1,3,13011.066043022063,2,2216.7299105140646,5,0,0.0,0.23819912341321117,240.84450554181507,0,1,0,0,0,0,0,0,0
U1206,16,28,2,1,1,2392.3043116041426,1,1446.133361406706,17,1,3913.44521094689,0.3659867950049175,464.2995271058739,0,1,1,0,0,0,0,0,0
U1207,16,350,2,2,12,27175.23320535977,7,2935.6139720873657,22,11,29878.11173477309,0.8060497392167012,14.92330127654146,1,1,0,1,1,1,1,1,1
U1208,18,292,3,1,4,14456.995551328399,2,3622.2636038278933,11,1,2258.755895485306,0.35513587533513713,189.71177715664504,0,0,1,0,0,0,0,0,0
U1209,17,87,2,2,4,4342.221546801276,2,4776.697454022647,8,0,0.0,0.139968024395306,218.04708399984258,0,0,1,0,0,0,0,0,0
U1210,16,178,2,2,2,6440.07269179881,2,1973.816047887063,9,2,9513.793089369654,0.22660157525371694,561.7871191200177,0,0,1,0,0,0,0,0,0
U1211,16,152,1,1,4,13271.599851099336,2,1987.3956211930054,2,0,0.0,0.37267291134211433,215.49586064255547,0,0,0,0,0,0,0,0,0
U1212,20,298,1,1,1,1071.1405650499337,1,1134.2367265890045,8,2,3127.1971045850087,0.3970495636766217,599.9120252940854,0,1,0,0,0,0,0,0,0
U1213,17,97,3,2,11,18985.43349378274,10,1481.531859098479,20,10,47442.94007451148,0.8817079331137383,15.198384276357409,1,1,1,1,1,1,1,1,1
U1214,17,102,1,1,11,33560.404692549906,8,2902.6039378065466,15,11,32681.458655959963,0.9353287499167255,16.242241834233493,1,0,0,1,1,1,1,1,1
U1215,17,58,2,2,4,11191.711442966849,2,1966.6849038904043,9,1,2136.71200156105,0.31575896815409643,428.5456842157805,0,0,0,0,0,0,0,0,0
U1216,18,16,1,2,4,13742.477776480608,2,3751.092142181926,9,0,0.0,0.3170075835156439,303.21038675951803,0,1,0,0,0,0,0,0,0
U1217,16,268,2,1,2,8385.630605951535,1,3462.0114135299964,12,0,0.0,0.36880465688848674,533.550856439979,0,0,0,0,0,0,0,0,0
U1218,20,142,2,1,9,23027.61292931457,5,1002.5578434421396,15,8,17310.669776574774,0.8094038594652736,18.356210573070634,1,1,1,1,1,1,1,1,1
U1219,17,196,3,2,8,33893.80152028176,5,2362.7054758806435,4,7,10615.81931385736,0.9790544692452434,19.280333115062408,1,1,0,1,1,1,1,1,1
U1220,17,264,3,1,12,59002.798668317315,5,2977.0974456244985,15,12,12054.173881295172,0.889892821048444,16.868194631762087,1,0,1,1,1,1,1,1,1
U1221,18,155,3,2,20,28176.9051936498,13,1571.4337154659697,20,20,37733.10744699106,0.8410559956585891,12.925347528772548,1,0,1,1,1,1,1,1,1
U1222,16,97,1,1,4,12935.519451681106,1,2000.8179482541673,16,1,3896.0351686462154,0.22500041497602852,225.1975457942233,0,0,1,0,0,0,0,0,0
U1223,18,288,1,1,4,14509.15690422736,1,3615.2186375373226,6,2,4550.814471492658,0.22474492377856786,191.4098055523765,0,1,0,0,0,0,0,0,0
U1224,17,239,1,1,20,35420.34575096316,12,3299.0227626216174,0,19,26281.207039803296,0.8383251114087751,6.969551775097858,1,0,1,1,1,1,1,1,1
U1225,16,354,2,2,3,13330.441482656062,1,2953.4184811248015,4,0,0.0,0.24450469673655764,146.80234602070772,0,0,0,0,0,0,0,0,0
U1226,18,315,1,1,1,1429.4158985843985,2,3788.8786432343577,16,1,3788.559255783133,0.330474333293895,505.4361685762334,0,0,0,0,0,0,0,0,0
U1227,16,98,1,1,17,67429.400708147,12,3773.703368065094,9,16,69586.00151673974,0.853463641185947,24.2134524252854,1,0,0,1,1,1,1,1,1
U1228,19,151,2,2,9,30414.798052668826,11,4402.337879288989,15,8,38908.89573970595,0.9103891884787763,9.986466647103985,1,1,0,1,1,1,1,1,1
U1229,18,175,2,2,2,8446.110660344057,1,1036.9692583243127,15,1,2696.622436476068,0.3669273444919462,264.9513182811522,0,0,0,0,0,0,0,0,0
U1230,19,18,1,2,11,28474.709997488495,14,3395.960362524106,1,11,32580.219106929464,0.9174840270813667,8.03261761412909,1,0,0,1,1,1,1,1,1
U1231,19,178,1,2,2,5165.174569573699,2,3498.2345436695778,15,2,2822.5617904385904,0.1022210375934674,512.0736127026569,0,0,0,0,0,0,0,0,0
U1232,18,80,1,2,10,15000.547604632391,7,1541.8344596369452,18,10,15855.03754672628,0.8502308498923886,9.029092197404028,1,1,1,1,1,1,1,1,1
U1233,16,362,1,2,3,13510.628656403414,1,3097.1439334990046,18,1,2238.7222574058233,0.2234563658302663,408.4043644156388,0,0,1,0,0,0,0,0,0
U1234,20,67,3,2,4,4709.507400997428,2,2289.765083266545,7,2,4474.048883786284,0.3171385690524357,441.4670437589523,0,1,1,0,0,0,0,0,0
U1235,18,323,3,2,2,4247.817871036108,1,2651.8115844013782,18,2,5729.521841244271,0.16870042771091032,216.5175301410585,0,0,1,0,0,0,0,0,0
U1236,16,274,2,2,3,11194.047192346789,2,4057.596810250297,16,0,0.0,0.31343627255926876,190.86526275852657,0,0,1,0,0,0,0,0,0
U1237,17,201,2,1,11,18043.32899462287,6,1390.8164147623738,17,10,34743.878460044056,0.9253770240298207,19.918471569497697,1,0,1,1,1,1,1,1,1
U1238,17,74,2,1,15,23351.79680501314,7,3320.875854762162,19,14,20077.556271241752,0.8929391700515554,22.289259444201406,1,0,0,1,1,1,1,1,1
U1239,18,122,3,2,2,7008.618328449055,2,2663.1817574782767,20,0,0.0,0.3209482626150338,564.1582736998072,0,0,0,0,0,0,0,0,0
U1240,16,331,2,1,4,13860.668644071377,1,1733.857015875394,10,1,3478.7834216171877,0.10721156677175751,432.15519509635465,0,1,0,0,0,0,0,0,0
U1241,18,10,1,2,1,1954.9152476445802,2,4670.532763686841,6,0,0.0,0.1452197221889411,253.842040117252,0,0,1,0,0,0,0,0,0
U1242,16,136,1,2,1,3829.082903777821,2,1319.0537018042842,20,2,4683.937647735911,0.3108697848470243,161.63677085920924,0,0,1,0,0,0,0,0,0
U1243,19,21,1,2,4,19423.254806212593,1,4722.844889330174,4,2,6163.270117460789,0.2732197801399273,568.0809008171688,0,0,1,0,0,0,0,0,0
U1244,18,243,2,1,3,6986.081514376285,2,1036.822669562572,9,1,2587.0037031984066,0.32324972874448277,484.70731540815353,0,1,1,0,0,0,0,0,0
U1245,18,56,2,1,4,5644.9369877736635,2,1309.949160542998,5,2,3514.7817890388687,0.3879809715396654,301.96162706344904,0,1,1,0,0,0,0,0,0
U1246,19,329,2,2,3,4073.7405957890087,1,3607.8948556918426,22,0,0.0,0.2659550476773189,221.5204610782979,0,1,0,0,0,0,0,0,0
U1247,18,155,1,1,3,13940.852499328244,2,2017.3603503104168,5,2,4694.7999754830125,0.27892300797539393,360.3343813417488,0,0,1,0,0,0,0,0,0
U1248,17,111,1,1,3,7208.427929168728,2,1867.0308452879399,9,2,7259.1443159573055,0.10579132501536,583.3865777584463,0,0,1,0,0,0,0,0,0
U1249,18,179,2,2,3,6851.672313306009,2,2677.3879757036266,8,0,0.0,0.24683475960566184,354.5693736605507,0,0,0,0,0,0,0,0,0
U1250,17,162,2,1,2,8418.884407859823,2,1400.173137720045,3,0,0.0,0.23477113923277476,327.4093907575815,0,1,0,0,0,0,0,0,0
U1251,20,106,1,1,3,5681.985052255732,1,4388.837950293554,14,1,2861.1142880480293,0.3039632461669265,247.36856240418763,0,0,1,0,0,0,0,0,0
U1252,20,125,3,2,4,18345.30137542382,2,2199.652193908268,10,2,4596.415248259998,0.33114680755038894,583.6560984540353,0,0,0,0,0,0,0,0,0
U1253,17,218,3,2,15,50577.256375644196,9,1482.9534108359458,18,14,49294.70157270852,0.9556081164071822,20.18311480644315,1,0,0,1,1,1,1,1,1
U1254,19,239,1,1,1,2126.402440941006,2,1079.5196347891217,0,2,2330.4651353717186,0.39104933935722574,470.21101780025464,0,1,1,0,0,0,0,0,0
U1255,18,276,1,2,24,117113.97220292079,6,2739.7821216294988,1,24,91140.37111038923,0.9744023090805268,22.36519029066821,1,0,0,1,1,1,1,1,1
U1256,17,180,3,2,11,24319.26504146793,14,2944.180297932917,20,11,19224.0195323914,0.9304947448775703,5.3923733835611625,1,0,0,1,1,1,1,1,1
U1257,18,70,2,2,1,1564.391185715701,2,1503.5919061669003,2,2,7168.082327573591,0.32492282692684543,154.2829301237556,0,0,0,0,0,0,0,0,0
U1258,20,246,2,1,3,9253.224171533942,2,2142.5954828722206,16,2,5737.393066819572,0.3071657921198935,174.7017510519131,0,0,0,0,0,0,0,0,0
U1259,19,291,1,1,23,69940.86810232593,10,3083.3328257902895,15,22,80080.22920256475,0.8274829818472914,27.169312713560668,1,1,0,1,1,1,1,1,1
U1260,18,67,1,1,2,8052.819986350837,2,4329.957897677794,18,0,0.0,0.377959532229731,124.70789506270864,0,0,1,0,0,0,0,0,0
U1261,17,252,1,2,3,8956.372469595684,1,2890.8275945451564,10,0,0.0,0.13217074053085706,164.43651218500742,0,0,1,0,0,0,0,0,0
U1262,18,210,2,1,4,6252.798595355047,1,3082.815128158454,20,2,2618.347945203727,0.3446288482034705,560.816791080059,0,1,1,0,0,0,0,0,0
U1263,17,112,3,2,4,11342.664388779765,2,4878.288207346233,12,2,8939.384974677829,0.39368254365441324,295.23918395221295,0,1,1,0,0,0,0,0,0
U1264,18,308,3,2,3,4843.5782447192,1,4057.6004455572242,13,1,3169.575857073598,0.2467992494872708,510.40479794165196,0,1,0,0,0,0,0,0,0
U1265,19,123,3,2,3,7850.305610240169,1,3807.4220426024804,22,1,4828.496782742241,0.3932422834901711,233.72800760243763,0,0,0,0,0,0,0,0,0
U1266,18,220,1,1,1,2954.0734157233046,2,3805.991602263134,16,2,9847.614378820952,0.2166385356884208,177.1680276524907,0,0,1,0,0,0,0,0,0
U1267,16,239,3,1,3,11458.762907457553,1,1819.664130063999,1,2,4798.81894162931,0.25532219713133875,124.21188242972056,0,0,0,0,0,0,0,0,0
U1268,19,152,2,2,17,33617.958751245016,8,1382.3749452107895,3,16,18575.665319632044,0.950774657962917,27.077857176857993,1,0,1,1,1,1,1,1,1
U1269,17,213,3,1,14,65295.55207627633,14,2191.400045144411,9,14,22493.349780026736,0.876574788969053,27.26377871923664,1,0,1,1,1,1,1,1,1
U1270,16,313,3,1,3,4995.2924205853,2,4339.81704893056,12,2,9186.23766035036,0.3703970122488316,379.58989559156896,0,1,1,0,0,0,0,0,0
U1271,16,170,3,2,1,1748.2273441055213,2,2956.0695213863773,8,1,1926.068272984224,0.33113134243749354,514.2120850973613,0,0,1,0,0,0,0,0,0
U1272,18,344,1,1,14,57557.48003285936,5,1980.9198329267151,2,14,16253.824954539428,0.9201693013508606,16.236479829593527,1,1,1,1,1,1,1,1,1
U1273,17,74,1,1,3,9014.792720140897,2,3819.344790069346,18,0,0.0,0.33406807498536845,482.81959256562584,0,1,0,0,0,0,0,0,0
U1274,18,319,2,1,4,7819.212875183655,2,1906.215394105165,4,2,6510.226407873013,0.24946350601367315,548.5587006063549,0,1,0,0,0,0,0,0,0
U1275,19,125,2,2,4,5277.297065005974,2,1593.3567228788525,13,2,9668.86840035536,0.3157805517845845,180.73291874355633,0,0,0,0,0,0,0,0,0
U1276,17,356,2,1,3,11885.575811336763,1,2763.52439047432,0,1,2226.6745212524656,0.3660797188951517,317.20472519083665,0,1,1,0,0,0,0,0,0
U1277,19,64,3,1,13,49911.149198667365,5,3708.639831689283,9,12,19216.60198712479,0.8670440506086212,16.440665814736025,1,1,0,1,1,1,1,1,1
U1278,18,348,1,1,3,14799.091331538837,1,2315.332187524761,20,2,2176.313629341074,0.33137593371386476,500.3939626396702,0,1,0,0,0,0,0,0,0
U1279,16,124,3,1,1,4100.940911831718,1,2619.5887857566577,4,0,0.0,0.29787904811764454,531.1605332291797,0,0,1,0,0,0,0,0,0
U1280,18,276,3,2,14,41575.004056060825,10,1745.4775552646852,18,13,43478.25813788584,0.8603390032686815,7.3865669674957095,1,1,0,1,1,1,1,1,1
U1281,16,12,2,2,3,3102.6572414180428,2,4334.430234752961,6,0,0.0,0.37746167663002306,561.7806481543159,0,0,0,0,0,0,0,0,0
U1282,19,198,1,1,20,91898.08908884237,7,3374.0675684554562,11,19,59246.79511727363,0.9668083121553992,5.790375281781053,1,1,1,1,1,1,1,1,1
U1283,19,50,1,1,2,5546.454346957924,2,1231.9946178281143,15,0,0.0,0.1236200104790445,446.42946995901895,0,1,1,0,0,0,0,0,0
U1284,20,183,2,1,2,3465.8457499372444,1,1035.4651125344935,18,1,2931.4858182249745,0.2670902601281345,184.06512214543633,0,1,0,0,0,0,0,0,0
U1285,18,215,2,1,4,9656.77156101528,2,3878.0066201910636,10,1,3620.9299383053763,0.3691889765599884,130.11871700569773,0,0,1,0,0,0,0,0,0
U1286,17,332,2,2,2,9954.026552692289,1,1672.7631377130185,14,0,0.0,0.17460063504927104,521.4677089374267,0,0,1,0,0,0,0,0,0
U1287,19,75,1,1,2,7079.629703778313,1,1171.1331239351766,21,2,4911.356614435805,0.3581292004265628,375.3664697584144,0,1,1,0,0,0,0,0,0
U1288,20,56,1,1,2,2285.9084138197404,1,4066.8954518168043,18,1,4973.443420218973,0.39563121531089807,283.41633386093076,0,1,1,0,0,0,0,0,0
U1289,17,280,1,1,2,5349.316907694982,2,4525.152030006544,16,1,3247.191410648552,0.3074602675230931,157.21507757240283,0,1,0,0,0,0,0,0,0
U1290,16,106,1,2,4,7831.041494406307,1,1747.3960778131482,15,2,3884.137822332284,0.39596402959203525,557.6622714040238,0,0,0,0,0,0,0,0,0
U1291,19,313,3,2,3,13826.64343848449,1,1199.0687863543021,2,0,0.0,0.21721076520643282,487.7183995767462,0,0,0,0,0,0,0,0,0
U1292,18,186,3,2,1,1413.740666595049,2,1924.6054702507083,1,2,8871.403108245544,0.20847707992609293,567.5762021187088,0,0,1,0,0,0,0,0,0
U1293,20,261,3,2,3,5504.011494139102,1,2984.119577014177,21,0,0.0,0.3815011607864378,126.02313561067629,0,1,1,0,0,0,0,0,0
U1294,16,313,2,1,4,16367.307397611343,2,3552.438084815799,0,2,6892.252756918191,0.23564171653673427,371.3732794774503,0,1,1,0,0,0,0,0,0
U1295,17,217,3,1,1,3718.6798930060904,2,4018.1173553069666,7,0,0.0,0.37586765884398554,433.78564452479077,0,0,0,0,0,0,0,0,0
U1296,17,53,2,2,1,3133.3073710117455,2,3637.960684350607,20,0,0.0,0.2968435127678075,592.1571859967931,0,0,1,0,0,0,0,0,0
U1297,16,98,2,1,16,27766.12652091506,12,4765.644725674005,3,15,56962.25740865862,0.8625977037646331,21.9951017739783,1,0,0,1,1,1,1,1,1
U1298,20,283,1,2,4,4679.534567814581,2,2850.135941513202,17,2,9923.212276657596,0.3956621442022118,370.4798632775279,0,0,1,0,0,0,0,0,0
U1299,19,148,1,2,21,89807.64557113712,14,3222.814162881205,2,21,76257.10342930641,0.9063776032942643,7.242482425206366,1,1,0,1,1,1,1,1,1
U1300,18,234,1,2,3,3205.777848220335,1,2170.5507268887022,15,0,0.0,0.21896176826934527,595.6403879013659,0,0,1,0,0,0,0,0,0
U1301,17,277,1,1,14,28112.82508602694,12,2524.590613444203,7,13,59707.49844329762,0.8703500388680999,26.032708787492545,1,1,0,1,1,1,1,1,1
