txn_id,sender_upi_id,receiver_user_id,txn_amount,txn_type,txn_hour,time_gap_prev_txn_min,rapid_forward_flag,upi_to_imps_flag,similar_amount_burst_flag,high_frequency_flag
T3786,S1236@upi,U3179,2180.2917814068715,IMPS,7,41.31259595873202,0,0,0,0
T3787,S940@upi,U537,7401.317051337287,IMPS,6,248.6550236130071,1,0,0,1
T3788,S2737@upi,U2390,3073.670442797817,UPI,3,107.69581461341971,0,0,0,0
T3789,S548@upi,U980,7481.147919111566,UPI,17,260.7998538633704,0,0,0,0
T3790,S2210@upi,U1912,2740.4497489506343,UPI,16,236.10743636264257,0,0,0,0
T3791,S1192@upi,U2102,9829.632928748128,IMPS,0,51.83621674548056,0,0,0,1
T3792,S453@upi,U1016,6272.96945977725,UPI,1,246.23612736488275,0,0,0,0
T3793,S96@upi,U4509,5171.568751800092,IMPS,21,50.38993084125725,0,0,0,0
T3794,S513@upi,U1481,7461.40612424182,IMPS,6,291.3867462919741,0,0,0,0
T3795,S637@upi,U2053,9729.958226667191,IMPS,16,254.28040621293147,0,1,0,0
T3796,S1421@upi,U3371,5642.035276105318,UPI,20,35.90523168169264,0,0,0,0
T3797,S296@upi,U4114,5252.44923262548,UPI,22,187.9105271645462,0,0,0,0
T3798,S1671@upi,U4941,558.6416946087064,IMPS,20,30.785546619345613,0,0,0,0
T3799,S1878@upi,U4230,6662.9105737176105,IMPS,0,113.43372116597168,1,1,1,0
T3800,S2385@upi,U4373,2646.6627168387663,IMPS,1,68.51794345626506,0,0,0,0
T3801,S1922@upi,U3928,9342.10964842911,UPI,14,21.176407141040464,1,0,0,0
T3802,S2956@upi,U2197,8592.600041053414,IMPS,11,28.54356201069358,0,1,0,0
T3803,S297@upi,U1759,547.0300817033379,IMPS,4,12.98421926133789,0,1,0,0
T3804,S2893@upi,U2131,4292.733808215433,IMPS,12,215.44244647396528,0,1,1,0
T3805,S2384@upi,U46,1301.7899002830197,IMPS,10,137.28324600088027,1,0,1,0
T3806,S2281@upi,U1462,5364.23607564806,UPI,19,240.64561520593716,0,0,0,0
T3807,S1015@upi,U393,9147.397603972504,UPI,10,204.96752763606156,1,0,0,0
T3808,S1847@upi,U1899,1113.4193276516107,UPI,8,252.17283006652687,0,0,0,0
T3809,S2211@upi,U1055,6712.237308344177,IMPS,15,23.9672564346309,0,0,0,0
T3810,S1107@upi,U4990,4055.3343391039875,UPI,7,10.564668327559653,0,0,0,1
T3811,S807@upi,U659,1793.397580216626,IMPS,13,294.3488625453356,0,1,0,0
T3812,S1547@upi,U1362,3937.6901689473475,IMPS,10,132.8181151983458,1,0,0,1
T3813,S1515@upi,U977,9711.23017941396,IMPS,9,94.71851773302855,0,0,0,0
T3814,S1450@upi,U4917,2939.4248553398793,IMPS,11,30.11541595779343,0,1,1,0
T3815,S1444@upi,U1362,1813.5319847437386,UPI,8,271.8359077998045,0,0,0,0
T3816,S2110@upi,U3512,6466.1974961428905,UPI,6,31.65652080886318,0,0,0,0
T3817,S1786@upi,U1262,2606.7739325652606,IMPS,16,110.0870139049847,0,0,0,0
T3818,S2853@upi,U2753,5091.446404398654,IMPS,7,55.749530382639506,0,0,0,0
T3819,S2691@upi,U1632,3938.440072620356,UPI,8,102.41296219167425,0,0,0,0
T3820,S246@upi,U702,2727.2618594763853,UPI,16,269.21317317020913,0,0,0,0
T3821,S1901@upi,U669,8518.997754615062,UPI,5,290.1983779852684,0,0,0,0
T3822,S1656@upi,U3825,5176.213086213875,IMPS,8,298.01302322184233,0,0,0,0
T3823,S407@upi,U854,4652.192343293037,UPI,17,196.2306287337049,1,0,0,1
T3824,S2837@upi,U3048,6601.484055310466,IMPS,22,184.0576806486248,1,1,0,1
T3825,S2078@upi,U2029,5782.222992579269,UPI,19,50.978315031743705,0,0,0,0
T3826,S373@upi,U2066,4655.406114321256,UPI,20,2.304494217774694,0,0,1,0
T3827,S262@upi,U3417,831.129222440449,UPI,16,262.0778475410011,0,0,0,0
T3828,S2705@upi,U4379,8346.279147538859,IMPS,11,108.01460020402143,0,1,0,0
T3829,S2879@upi,U1650,7934.901850158173,IMPS,0,152.6088095890049,0,0,1,0
T3830,S1053@upi,U1369,5112.843668928404,IMPS,21,24.404809365784914,0,1,0,1
T3831,S2231@upi,U2841,9030.353984418683,UPI,22,39.769093824435835,1,0,0,0
T3832,S354@upi,U3283,3534.847752566716,UPI,22,230.84767938625617,0,0,0,0
T3833,S1528@upi,U3199,1653.7575367221523,UPI,1,4.999514828781761,0,0,1,0
T3834,S363@upi,U3783,6957.795647520601,IMPS,3,160.50259119413494,0,0,0,0
T3835,S2809@upi,U540,9475.070034224564,IMPS,20,242.63449211686702,0,1,0,0
T3836,S1313@upi,U2206,7469.587302236791,UPI,5,58.547643261432825,0,0,0,0
T3837,S700@upi,U3858,1174.1608595143668,IMPS,16,196.67964325636905,0,0,0,0
T3838,S199@upi,U3518,6098.2226168413,IMPS,19,190.2458341634348,0,1,0,1
T3839,S2529@upi,U2828,2419.4322518367417,IMPS,13,120.46640371617261,0,1,0,1
T3840,S2039@upi,U3498,3955.0390423269937,UPI,21,22.98624768715732,0,0,0,0
T3841,S953@upi,U3496,2437.110128905354,UPI,18,57.87956526494026,0,0,0,0
T3842,S1364@upi,U4309,4913.663048413397,IMPS,11,70.79901142427946,0,0,1,0
T3843,S1060@upi,U4432,6497.254913854303,UPI,7,192.48926354411694,0,0,0,0
T3844,S2105@upi,U2722,6828.795528742262,UPI,0,200.75236110466287,0,0,0,0
T3845,S1296@upi,U3551,7420.44376645089,UPI,20,188.26654484591577,0,0,0,0
T3846,S2862@upi,U4182,1741.8644368713985,IMPS,8,201.10741963513064,0,0,0,0
T3847,S1485@upi,U200,2311.3385154634834,UPI,17,80.40747321561521,0,0,0,0
T3848,S145@upi,U1240,5351.459517061078,UPI,1,204.39951163779753,0,0,0,0
T3849,S103@upi,U1117,7490.58663360274,IMPS,1,249.5296427192963,0,0,0,0
T3850,S1151@upi,U808,2253.8944176891127,UPI,17,277.2398660546607,0,0,0,0
T3851,S455@upi,U4077,7846.953802720679,UPI,15,69.57104676559555,1,0,0,0
T3852,S1991@upi,U371,3500.390625740402,UPI,10,167.01745821135253,0,0,0,0
T3853,S1686@upi,U1270,8654.833999081828,IMPS,7,97.50131427336068,0,1,0,0
T3854,S2307@upi,U844,2524.998595860017,UPI,7,243.77188273271196,0,0,0,1
T3855,S2480@upi,U4987,3737.362478749169,UPI,15,209.23025934495482,0,0,0,0
T3856,S2485@upi,U3273,1184.9113845913616,UPI,7,105.30120728957186,0,0,0,0
T3857,S2817@upi,U3233,5276.4697141532915,IMPS,10,269.86709500179586,0,0,0,0
T3858,S1792@upi,U3594,560.0660471623812,IMPS,12,75.331875849354,0,1,0,0
T3859,S1945@upi,U1395,3078.2955096127525,UPI,6,102.75427244513854,1,0,0,1
T3860,S1255@upi,U3910,6119.414154701136,IMPS,5,151.69003822454528,0,0,0,0
T3861,S2280@upi,U3919,8236.798224775639,IMPS,7,259.88765433724836,0,0,0,0
T3862,S748@upi,U4866,5032.791508711245,IMPS,16,63.978182913229865,0,0,0,0
T3863,S2670@upi,U654,3401.8858742668526,IMPS,7,175.57788445386367,0,1,1,1
T3864,S1842@upi,U761,7043.164196191236,UPI,10,207.70390771187235,0,0,0,0
T3865,S706@upi,U1151,9668.601661416398,IMPS,18,258.4853072618981,0,0,1,0
T3866,S2085@upi,U3674,1893.8204052605795,IMPS,4,19.266662669844735,0,0,0,0
T3867,S2083@upi,U237,7064.177518911601,IMPS,2,69.89590011491195,0,0,0,0
T3868,S793@upi,U1440,857.3609835381433,UPI,8,242.12848136446812,0,0,0,1
T3869,S2908@upi,U3476,6280.047803224807,UPI,15,263.4071389287639,0,0,0,0
T3870,S1988@upi,U4139,660.9449791567929,IMPS,15,4.323407361252292,0,1,0,0
T3871,S2653@upi,U3021,2218.372385891562,IMPS,4,278.87583545742154,0,1,0,0
T3872,S982@upi,U4901,2945.918676876097,UPI,22,14.048489297620323,0,0,0,0
T3873,S259@upi,U4414,2624.462283791568,UPI,20,246.28219903759998,0,0,0,1
T3874,S786@upi,U1235,6205.348060632076,IMPS,22,255.41418070517813,1,1,0,0
T3875,S1383@upi,U272,6009.756023812851,IMPS,4,295.5660626163211,1,0,0,0
T3876,S1323@upi,U3615,2996.788445113596,UPI,1,230.22196134299503,0,0,0,0
T3877,S2166@upi,U2578,3858.8941222179706,UPI,10,226.9909451408855,0,0,1,0
T3878,S2478@upi,U2108,4685.530464740937,IMPS,8,212.5219580762207,0,0,1,0
T3879,S1392@upi,U2679,9416.646229638085,UPI,17,199.78367239363232,0,0,0,0
T3880,S1537@upi,U345,5212.609161611096,IMPS,5,30.33582268286794,1,0,0,0
T3881,S2621@upi,U3375,7098.785052628847,UPI,14,29.912189063553075,0,0,0,0
T3882,S719@upi,U2806,5600.546266576414,UPI,13,158.82217228770256,0,0,1,0
T3883,S2061@upi,U1606,8101.550483005055,IMPS,18,197.60110742127267,0,0,0,0
T3884,S410@upi,U4043,6731.247022359344,IMPS,0,106.38476107639438,0,1,0,0
T3885,S1734@upi,U992,5174.586829802255,IMPS,6,20.28387228338785,0,1,0,0
T3886,S319@upi,U4188,9231.27004955327,UPI,7,248.55099306802313,0,0,0,0
T3887,S1065@upi,U511,8573.075110387736,IMPS,19,159.07756683924362,1,0,0,1
T3888,S587@upi,U2429,2525.197077587376,UPI,9,181.45847186633426,0,0,1,0
T3889,S2417@upi,U139,7649.20030997409,IMPS,7,140.3485145336029,0,1,0,0
T3890,S576@upi,U1230,6212.32298685696,UPI,17,131.23792575065124,0,0,1,0
T3891,S689@upi,U3323,6467.960911759731,UPI,20,256.5418115081927,1,0,0,0
T3892,S1111@upi,U4457,2256.060240114951,IMPS,20,29.835062594675335,0,0,0,0
T3893,S156@upi,U2953,7474.130782997543,UPI,10,22.71310263736378,0,0,1,0
T3894,S1187@upi,U4413,6489.529027977174,UPI,20,179.00919535949237,1,0,0,0
T3895,S1400@upi,U3326,3587.053339696584,UPI,5,89.68422663193998,0,0,0,0
T3896,S1628@upi,U2430,1300.720014872919,UPI,21,190.27519061861685,0,0,0,0
T3897,S1384@upi,U2430,5756.898144304009,IMPS,3,283.4899185990734,1,0,0,0
T3898,S1893@upi,U2674,2623.64286709425,IMPS,9,249.3464232684518,1,0,0,0
T3899,S789@upi,U2389,759.8576847260495,IMPS,7,113.10373000083251,0,1,0,0
T3900,S1875@upi,U2298,5652.8394171533155,IMPS,8,129.77931279834777,1,0,0,0
T3901,S2926@upi,U2819,3766.8919717602466,UPI,13,106.39880575327342,0,0,0,0
T3902,S1029@upi,U3123,8237.230965711828,IMPS,6,48.79152149845436,0,1,0,0
T3903,S1452@upi,U2033,7123.672618828648,IMPS,6,188.42482012473008,0,1,0,0
T3904,S1509@upi,U3122,8681.56503322213,UPI,20,46.5396758585502,1,0,0,0
T3905,S107@upi,U2637,2112.6237490124345,UPI,19,284.36658616159417,0,0,1,0
T3906,S2662@upi,U509,5784.842384376188,UPI,16,88.4866918282814,0,0,0,0
T3907,S1893@upi,U717,8554.499393241214,IMPS,18,48.874498457285036,0,0,1,0
T3908,S94@upi,U1107,5002.3407632733515,UPI,1,245.30353247356106,1,0,0,1
T3909,S194@upi,U766,1525.2887861798465,UPI,7,222.40697434391433,1,0,0,0
T3910,S2472@upi,U4203,3867.9435679497333,IMPS,11,199.75365117122786,0,0,0,0
T3911,S2110@upi,U112,2839.0407937685495,IMPS,5,146.30215499667912,0,1,1,0
T3912,S2543@upi,U1363,4329.723359849454,IMPS,14,295.91608661866064,0,0,1,0
T3913,S2137@upi,U1106,3755.2803667085655,IMPS,0,222.88686287770216,0,1,0,0
T3914,S2974@upi,U2470,8872.756477979166,IMPS,16,58.72009956752748,1,1,0,0
T3915,S2567@upi,U4023,7970.4618789907745,IMPS,15,276.6856709754551,0,0,0,1
T3916,S82@upi,U4066,1064.8066163987237,UPI,21,160.0603947307868,0,0,0,0
T3917,S1092@upi,U3317,6332.04985575494,UPI,8,91.43615172151168,0,0,0,0
T3918,S2510@upi,U214,7715.942234119485,UPI,7,65.85572434265592,1,0,0,0
T3919,S1317@upi,U149,3399.307991689261,UPI,21,175.06516906827508,0,0,0,0
T3920,S823@upi,U1621,7712.960483316792,IMPS,17,55.47752687661635,1,0,0,0
T3921,S1988@upi,U1016,7303.845458651502,IMPS,4,39.6696094998564,0,0,0,0
T3922,S1862@upi,U805,2068.098928256082,IMPS,21,227.79730289546262,1,0,0,0
T3923,S2656@upi,U1024,3174.0489047166725,UPI,6,147.11878163769683,0,0,0,0
T3924,S2215@upi,U296,6907.939271925986,UPI,10,280.37271095830965,0,0,0,0
T3925,S1934@upi,U2503,3697.420945569804,IMPS,13,168.0355253661981,0,0,0,0
T3926,S1974@upi,U1190,6731.228787875245,IMPS,6,281.40497661518987,0,1,0,0
T3927,S2143@upi,U76,9638.374693061416,IMPS,16,84.14799218649694,0,0,0,0
T3928,S2964@upi,U3372,5691.4550173380485,UPI,17,243.52996981241174,0,0,0,0
T3929,S1252@upi,U3553,2950.0890104273826,UPI,13,89.91627769908582,0,0,0,0
T3930,S2634@upi,U4427,6779.709965540189,IMPS,14,232.59434332277905,0,1,0,0
T3931,S2445@upi,U909,5011.127543116791,UPI,3,169.35693069332356,0,0,0,1
T3932,S353@upi,U2543,1533.8323093167064,UPI,1,59.182717123812736,0,0,0,1
T3933,S2149@upi,U771,6968.304302261081,IMPS,1,245.86095218917822,0,0,1,0
T3934,S2583@upi,U481,2259.6385868983707,UPI,13,22.196696702158075,0,0,0,0
T3935,S2013@upi,U1428,4745.756876015636,UPI,16,27.538707072012176,0,0,0,0
T3936,S2056@upi,U2433,8367.356952893202,IMPS,16,215.61274236785525,1,0,0,1
T3937,S1128@upi,U3208,6950.835802137827,UPI,6,143.85824728335874,1,0,0,0
T3938,S978@upi,U893,1571.0714270534256,UPI,9,199.55332882533202,0,0,0,0
T3939,S428@upi,U2622,2807.162107879789,UPI,6,129.51237291737453,0,0,0,0
T3940,S1523@upi,U2939,5728.998796312125,UPI,20,128.17138304435716,0,0,0,0
T3941,S632@upi,U3261,3459.330555991045,IMPS,3,1.6763687070657518,0,1,0,0
T3942,S1462@upi,U1789,2902.194496586382,IMPS,1,299.8477199411952,0,0,0,0
T3943,S2448@upi,U1311,3414.8334500873643,IMPS,21,35.14896289937592,0,0,0,0
T3944,S1674@upi,U2524,3480.9892928368013,IMPS,20,156.67588284831595,0,0,0,0
T3945,S317@upi,U2234,8636.288208477461,IMPS,17,240.6953084983713,0,1,0,0
T3946,S1770@upi,U316,2168.777260468092,IMPS,12,240.3898657532285,0,0,0,0
T3947,S1509@upi,U2215,3117.423074285268,IMPS,11,119.294656028334,0,0,0,0
T3948,S1029@upi,U1343,7662.617807847765,UPI,22,8.337264724717038,0,0,1,0
T3949,S9@upi,U2378,3817.9682599183348,IMPS,7,24.582657411374644,0,0,0,0
T3950,S2454@upi,U4590,6871.404996414399,UPI,21,105.78168023895068,0,0,0,0
T3951,S2266@upi,U1365,5004.986610105878,UPI,5,17.766445639584045,0,0,0,0
T3952,S2631@upi,U2019,5153.7916875202745,IMPS,7,162.0496168396461,0,0,0,0
T3953,S2655@upi,U4142,3539.558805152485,IMPS,16,228.27483445830072,0,0,0,0
T3954,S1647@upi,U2320,6786.236567835787,UPI,22,128.5035909881447,0,0,0,0
T3955,S1520@upi,U1062,5632.339146187118,IMPS,1,237.51334566516834,0,0,0,0
T3956,S2148@upi,U209,8326.112942728669,IMPS,0,296.1530321974354,0,0,0,0
T3957,S2685@upi,U1835,9047.212623676938,UPI,9,125.9366189785324,0,0,1,1
T3958,S1332@upi,U4362,7026.350781349162,IMPS,16,243.51103189887314,1,1,0,0
T3959,S2662@upi,U4620,2141.5518767431704,IMPS,22,126.88812230557758,0,0,0,0
T3960,S2505@upi,U2468,5783.297204346485,IMPS,14,206.32944744501165,0,0,1,0
T3961,S2724@upi,U4981,7977.318625298615,UPI,19,187.29200615671476,0,0,0,0
T3962,S1970@upi,U4066,2228.472143210457,UPI,12,47.54038290353598,0,0,0,0
T3963,S1599@upi,U282,736.1002286890946,UPI,21,51.680255519254096,0,0,0,0
T3964,S2828@upi,U4464,5650.447338858765,IMPS,10,225.35622620560991,0,0,0,0
T3965,S796@upi,U4733,553.4541954751123,IMPS,6,55.55156877898858,0,0,0,0
T3966,S2771@upi,U4257,6823.416796918396,UPI,16,242.4739013541705,0,0,1,0
T3967,S1619@upi,U4675,509.86659609438476,IMPS,4,257.46481959638845,0,0,0,0
T3968,S2086@upi,U4089,1039.9215820422464,UPI,3,183.56622744650502,0,0,0,0
T3969,S152@upi,U1418,1414.2304667245085,UPI,11,148.73584941691493,0,0,0,0
T3970,S2916@upi,U3087,9731.723338538162,UPI,17,220.83967417472218,0,0,0,0
T3971,S785@upi,U2215,2493.8907890372893,IMPS,12,231.52684273213552,0,0,0,0
T3972,S1927@upi,U2520,7265.946014179735,UPI,18,230.99290427105058,0,0,0,0
T3973,S2717@upi,U2225,5011.500459045446,IMPS,6,120.26536866699087,0,0,0,0
T3974,S2183@upi,U3982,834.0884861672722,IMPS,17,156.36927660572658,1,1,0,0
T3975,S662@upi,U465,2150.4608710194975,UPI,17,106.64820055477009,1,0,0,1
T3976,S1895@upi,U1243,1549.9193953096285,IMPS,4,12.338786504453626,1,0,0,1
T3977,S1724@upi,U28,9800.33702778486,UPI,11,252.8954727962711,0,0,0,0
T3978,S58@upi,U3441,782.432513762379,IMPS,13,268.5983685626208,1,0,0,1
T3979,S326@upi,U4952,1041.9558139167043,UPI,16,187.09448774198717,0,0,0,0
T3980,S390@upi,U2435,3515.3938705842165,UPI,13,234.68298210856346,0,0,1,0
T3981,S1882@upi,U4382,8244.912558569493,UPI,21,42.48493666654259,0,0,0,0
T3982,S2838@upi,U561,5353.012628638744,UPI,18,218.58086520082512,0,0,0,0
T3983,S2011@upi,U3605,7024.993677091998,UPI,8,200.58653660664604,0,0,0,0
T3984,S2565@upi,U2379,6627.711308308055,IMPS,8,279.5093792681089,0,0,1,0
T3985,S1121@upi,U372,4448.773917044076,IMPS,6,254.6616633871741,0,0,0,0
T3986,S229@upi,U3504,529.2292535337035,UPI,19,23.544291760337764,0,0,0,0
T3987,S2446@upi,U4924,1605.3463453576185,IMPS,6,161.0666050198827,1,0,1,0
T3988,S849@upi,U2126,8665.262890769316,UPI,21,190.19420211142082,0,0,0,1
T3989,S463@upi,U1882,8371.681126093383,UPI,19,260.1762965649182,0,0,1,1
T3990,S1197@upi,U589,4231.721807430284,UPI,19,276.1109098084033,0,0,0,0
T3991,S2680@upi,U1388,4621.667814743581,UPI,5,61.63956940563603,0,0,0,0
T3992,S2126@upi,U4817,2225.818143376123,UPI,17,141.57110935712367,0,0,0,1
T3993,S2089@upi,U1660,5737.798192635717,IMPS,19,171.51808389305225,0,0,0,0
T3994,S2336@upi,U2767,1247.5961624850365,UPI,12,23.7471404196647,0,0,0,0
T3995,S1600@upi,U542,5868.644937743895,IMPS,20,175.31153341008977,0,0,0,0
T3996,S2348@upi,U3196,6648.261651894073,IMPS,16,286.9750209768535,0,0,0,0
T3997,S839@upi,U491,4255.2611193728935,IMPS,18,208.67772676893784,1,0,0,0
T3998,S1198@upi,U3120,7037.66187293334,IMPS,4,279.38042235140165,0,1,0,0
T3999,S1491@upi,U4803,1470.371054501463,IMPS,19,68.59476920788279,0,1,0,0
T4000,S2162@upi,U4627,2168.112781058011,UPI,6,168.2836063413135,1,0,0,0
T4001,S915@upi,U3697,1439.7207495118992,IMPS,1,116.68457838840756,0,0,1,0
T4002,S1920@upi,U4994,1927.2139121055964,UPI,16,285.17795240622166,0,0,0,0
T4003,S1029@upi,U1194,6630.661357418427,UPI,0,199.2088957646255,0,0,1,0
T4004,S1185@upi,U4532,3868.044848141714,UPI,8,253.05047578867135,1,0,0,0
T4005,S338@upi,U4278,3508.506436408618,IMPS,7,151.34836606337936,0,0,0,0
T4006,S2826@upi,U2503,8821.909709863705,IMPS,6,230.93711446898675,0,0,1,0
T4007,S814@upi,U1782,4010.8130922856526,UPI,4,295.9095669400001,0,0,1,1
T4008,S2094@upi,U3781,7494.242623091616,IMPS,11,264.7641846220201,0,0,0,1
T4009,S2635@upi,U4738,1300.2527295373689,IMPS,13,243.2450286345089,1,0,0,0
T4010,S1220@upi,U1611,5244.748824273112,IMPS,14,7.520363365508096,0,0,0,0
T4011,S789@upi,U2789,6750.347687042448,IMPS,5,157.75795196951503,0,1,0,0
T4012,S823@upi,U731,2462.0478875217523,IMPS,10,46.612583060665514,0,0,0,0
T4013,S861@upi,U4245,2102.997581507585,UPI,19,80.52178508641502,0,0,0,0
T4014,S1929@upi,U1468,9132.248248374754,IMPS,22,64.78893707267082,1,0,0,0
T4015,S809@upi,U3185,9759.363603051925,UPI,5,177.1353826917771,0,0,0,0
T4016,S63@upi,U735,2934.017415255496,IMPS,1,231.4651990142741,0,0,0,0
T4017,S250@upi,U4711,1894.8196810441502,IMPS,9,260.9913822675451,0,0,0,0
T4018,S1229@upi,U4400,9767.452145860054,IMPS,9,199.4993222204512,0,0,0,0
T4019,S1574@upi,U2097,5218.917880331254,UPI,19,262.3875930780349,0,0,0,1
T4020,S1112@upi,U4323,2150.898017972968,UPI,14,298.8135202606967,0,0,0,0
T4021,S268@upi,U2194,3809.906375938644,IMPS,22,36.302757187319564,0,1,0,0
T4022,S2232@upi,U2976,1187.4487565377742,IMPS,17,90.99487125443322,0,1,0,0
T4023,S2208@upi,U1457,2899.3103459913655,UPI,6,136.91875166553902,0,0,0,0
T4024,S1960@upi,U2847,3536.536610913014,IMPS,20,131.87024241690276,0,1,0,0
T4025,S1104@upi,U4004,2811.262153095667,IMPS,12,45.03508912423724,0,0,1,0
T4026,S95@upi,U4524,7379.3313714604665,IMPS,13,140.68352246731098,0,1,0,0
T4027,S394@upi,U4244,6841.589390647918,IMPS,22,30.745112438483012,0,0,0,0
T4028,S2120@upi,U1822,6269.774219391462,UPI,6,180.98351079816453,0,0,0,1
T4029,S1747@upi,U759,8952.727385984133,UPI,21,111.39968446843828,0,0,0,1
T4030,S87@upi,U3428,5174.063616507058,IMPS,17,96.87243550114589,1,1,1,0
T4031,S2546@upi,U4460,5449.660535399652,UPI,21,43.060407878909416,0,0,0,0
T4032,S229@upi,U1158,5968.569030064248,IMPS,21,18.697455387155898,0,0,0,0
T4033,S771@upi,U1951,6588.328459852679,UPI,17,12.51492801470424,0,0,0,0
T4034,S2733@upi,U1089,6013.029626922994,IMPS,8,47.879732263780234,0,0,0,0
T4035,S1422@upi,U3172,8346.753615058733,UPI,0,188.99948392384456,0,0,0,0
T4036,S10@upi,U167,4671.923489728178,IMPS,5,265.6780491626088,0,0,0,0
T4037,S878@upi,U346,1336.5652407942982,UPI,0,139.82085634808124,0,0,0,0
T4038,S816@upi,U2550,9289.274823894053,IMPS,5,22.670247854496044,0,0,0,0
T4039,S2991@upi,U2689,4207.395251136681,UPI,22,169.5438517717558,0,0,0,0
T4040,S2150@upi,U2561,5783.245976187614,UPI,18,266.34101955768557,0,0,1,0
T4041,S2164@upi,U364,7514.833130141538,UPI,2,274.8099766936353,0,0,0,0
T4042,S2663@upi,U4935,7163.827665845362,UPI,0,242.8605090981324,0,0,0,0
T4043,S1102@upi,U4900,828.2953741464711,UPI,11,169.2120495914266,1,0,0,1
T4044,S1682@upi,U4214,8932.678062343351,UPI,15,35.18168713179723,0,0,0,0
T4045,S777@upi,U1107,1583.9832278296465,UPI,8,55.87953316685374,0,0,0,0
T4046,S447@upi,U1280,7121.383806912682,UPI,2,67.47203923734189,1,0,0,0
T4047,S2207@upi,U4869,2251.4278402444306,IMPS,5,197.82373900402138,0,0,0,0
T4048,S595@upi,U4201,5116.259250524549,IMPS,19,132.88620639596851,0,1,0,0
T4049,S2640@upi,U4549,5282.455097678515,UPI,17,29.910540185596556,0,0,0,0
T4050,S2903@upi,U3341,4729.62898314686,UPI,2,33.628267951481746,0,0,1,0
T4051,S2438@upi,U3769,4405.509306447615,IMPS,9,41.70091552090318,0,1,0,0
T4052,S1067@upi,U159,5234.013274913118,UPI,9,180.52260467338186,0,0,0,0
T4053,S1161@upi,U2937,3312.867870756126,IMPS,10,186.9370764639248,0,0,1,0
T4054,S727@upi,U642,7809.580150403974,UPI,9,27.809705630351917,0,0,0,0
T4055,S1890@upi,U26,7228.013558308144,UPI,2,238.83765028865497,0,0,0,0
T4056,S2887@upi,U2069,9902.129960591734,UPI,13,121.53943040551498,0,0,0,0
T4057,S2462@upi,U3559,1513.2100562791939,IMPS,4,190.8035561303519,0,1,1,0
T4058,S2081@upi,U4455,510.3622115931424,IMPS,17,148.7629136390436,1,0,0,0
T4059,S993@upi,U3759,9048.952871572703,UPI,3,288.4828870366318,0,0,1,0
T4060,S1170@upi,U1428,8892.649211773818,UPI,2,122.4438582365773,0,0,0,0
T4061,S1578@upi,U2348,4969.476109827666,IMPS,1,222.95703387783624,0,0,0,0
T4062,S1651@upi,U704,3141.87470801276,UPI,12,260.3709537201191,1,0,0,0
T4063,S1931@upi,U1851,873.024218529796,IMPS,20,177.78284309029962,0,0,0,0
T4064,S2145@upi,U3105,3771.2522164860197,IMPS,6,35.064113278964626,0,0,0,0
T4065,S1400@upi,U2324,1342.1491873539926,IMPS,11,178.17366138806332,0,1,0,0
T4066,S2210@upi,U1753,2124.126833627805,UPI,5,30.59090642499159,0,0,1,0
T4067,S1460@upi,U4990,6743.900065056851,IMPS,17,23.737966798721583,0,0,0,1
T4068,S2231@upi,U1089,1871.0869548130372,UPI,15,237.95347172940086,1,0,0,1
T4069,S186@upi,U3438,6817.1461461194995,IMPS,8,114.61814686203584,1,0,0,0
T4070,S1455@upi,U4929,1328.5555077698914,IMPS,0,76.95720166425511,0,1,0,0
T4071,S853@upi,U35,3061.630073805534,UPI,12,76.2807511773637,0,0,0,1
T4072,S2214@upi,U2986,6435.933765558177,IMPS,18,120.15622523216669,0,0,0,0
T4073,S923@upi,U252,1450.544036895102,IMPS,7,81.71684798660674,1,0,0,0
T4074,S2900@upi,U1728,3182.987851041394,UPI,2,190.60409298126453,0,0,1,0
T4075,S577@upi,U3421,594.8421833851307,UPI,1,225.5679634702204,0,0,1,0
T4076,S231@upi,U1057,1645.523265784042,IMPS,18,148.03092311249725,0,0,1,0
T4077,S903@upi,U115,7627.155931204366,UPI,12,48.940859092909434,0,0,0,0
T4078,S2347@upi,U3150,6817.938317534659,IMPS,1,56.49141834432976,1,1,0,0
T4079,S1228@upi,U3732,1915.3517871032134,UPI,7,108.27338444639769,0,0,0,0
T4080,S821@upi,U787,5448.486203451155,IMPS,4,28.291993219243764,0,1,0,0
T4081,S128@upi,U3601,8855.588782771858,UPI,0,121.68560423110095,0,0,0,0
T4082,S1310@upi,U1940,4135.5220291191445,IMPS,0,4.486231809830618,0,0,0,1
T4083,S2911@upi,U354,4244.33594625881,UPI,2,118.1665799262981,0,0,0,0
T4084,S2865@upi,U691,6941.746600256391,UPI,19,234.79862531720175,0,0,0,0
T4085,S644@upi,U1024,6361.962815147411,IMPS,7,132.32175010595364,1,0,0,0
T4086,S558@upi,U3398,9264.653833213564,UPI,12,298.12197589878235,0,0,0,1
T4087,S2607@upi,U2018,5576.264654059638,IMPS,5,293.3315451409006,0,0,1,1
T4088,S455@upi,U2649,8100.5429908665365,IMPS,9,134.44565913302105,1,0,0,0
T4089,S2406@upi,U101,1808.780720234867,IMPS,16,136.08866048891298,0,1,0,1
T4090,S564@upi,U4486,9529.222864917094,UPI,6,170.25282999419233,0,0,0,0
T4091,S1669@upi,U488,5146.721855466975,IMPS,8,2.835028202784173,0,1,0,0
T4092,S1801@upi,U1078,2455.9171175024103,IMPS,5,6.107081723180282,0,0,0,0
